0	0	0
1	15	15
2	0	0
3	1	1
4	4	4
5	0	0
6	0	0
7	1	1
8	1	1
9	0	0
10	15	15
11	2	2
12	1	1
13	0	0
14	7	7
15	4	4
16	1	1
17	1	1
18	0	0
19	5	5
20	0	0
21	0	0
22	13	13
23	0	0
24	0	0
25	2	2
26	24	24
27	0	0
28	0	0
29	3	3
30	0	0
31	4	4
32	6	6
33	0	0
34	0	0
35	1	1
36	0	0
37	6	6
38	0	0
39	0	0
40	16	16
41	0	0
42	0	0
43	0	0
44	0	0
45	3	3
46	0	0
47	2	2
48	1	1
49	0	0
50	4	4
51	4	4
52	1	1
53	0	0
54	0	0
55	1	1
56	2	2
57	1	1
58	0	0
59	1	1
60	0	0
61	2	2
62	2	2
63	0	0
64	2	2
65	1	1
66	0	0
67	2	2
68	0	0
69	0	0
70	0	0
71	1	1
72	0	0
73	6	6
74	3	3
75	0	0
76	1	1
77	0	0
78	3	3
79	0	0
80	1	1
81	0	0
82	10	10
83	18	18
84	0	0
85	17	17
86	5	5
87	0	0
88	0	0
89	0	0
90	0	0
91	3	3
92	6	6
93	0	0
94	7	7
95	0	0
96	6	6
97	1	1
98	0	0
99	7	7
100	5	5
101	6	6
102	7	7
103	0	0
104	0	0
105	1	1
106	2	2
107	13	13
108	0	0
109	8	8
110	0	0
111	0	0
112	0	0
113	2	2
114	9	9
115	3	3
116	0	0
117	0	0
118	0	0
119	5	5
120	1	1
121	0	0
122	5	5
123	0	0
124	0	0
125	0	0
126	5	5
127	2	2
128	2	2
129	1	1
130	0	0
131	0	0
132	0	0
133	1	1
134	0	0
135	5	5
136	0	0
137	3	3
138	0	0
139	0	0
140	1	1
141	1	1
142	0	0
143	1	1
144	0	0
145	0	0
146	0	0
147	1	1
148	11	11
149	1	1
150	3	3
151	4	4
152	6	6
153	0	0
154	4	4
155	1	1
156	1	1
157	0	0
158	0	0
159	1	1
160	1	1
161	0	0
162	0	0
163	0	0
164	5	5
165	3	3
166	1	1
167	3	3
168	0	0
169	0	0
170	2	2
171	0	0
172	2	2
173	0	0
174	3	3
175	13	13
176	0	0
177	0	0
178	0	0
179	2	2
180	0	0
181	1	1
182	0	0
183	0	0
184	1	1
185	1	1
186	2	2
187	2	2
188	1	1
189	0	0
190	0	0
191	11	11
192	1	1
193	7	7
194	1	1
195	0	0
196	1	1
197	2	2
198	5	5
199	0	0
200	12	12
201	11	11
202	2	2
203	0	0
204	8	8
205	0	0
206	47	46
207	0	0
208	1	1
209	0	0
210	0	0
211	7	7
212	16	16
213	7	7
214	0	0
215	1	1
216	0	0
217	0	0
218	0	0
219	2	2
220	0	0
221	0	0
222	1	1
223	3	3
224	2	2
225	10	10
226	1	1
227	0	0
228	5	5
229	3	3
230	3	3
231	0	0
232	0	0
233	4	4
234	0	0
235	1	1
236	18	18
237	0	0
238	0	0
239	5	5
240	0	0
241	33	33
242	11	11
243	0	0
244	2	2
245	4	4
246	19	19
247	0	0
248	9	9
249	3	3
250	1	1
251	1	1
252	1	1
253	7	7
254	1	1
255	1	1
256	41	39
257	0	0
258	0	0
259	1	1
260	1	1
261	1	1
262	2	2
263	0	0
264	1	1
265	6	6
266	2	2
267	2	2
268	1	1
269	1	1
270	0	0
271	0	0
272	0	0
273	1	1
274	9	9
275	0	0
276	1	1
277	1	1
278	0	0
279	4	3
280	0	0
281	2	2
282	0	0
283	0	0
284	0	0
285	1	1
286	0	0
287	0	0
288	3	3
289	0	0
290	0	0
291	2	2
292	12	10
293	2	2
294	5	5
295	3	3
296	1	1
297	1	1
298	0	0
299	0	0
300	0	0
301	0	0
302	1	1
303	3	3
304	1	1
305	0	0
306	8	8
307	57	57
308	0	0
309	1	1
310	0	0
311	4	4
312	1	1
313	0	0
314	1	1
315	0	0
316	0	0
317	0	0
318	10	10
319	0	0
320	5	5
321	32	32
322	0	0
323	1	1
324	2	2
325	0	0
326	0	0
327	0	0
328	0	0
329	0	0
330	1	1
331	0	0
332	1	1
333	0	0
334	0	0
335	3	3
336	13	12
337	15	15
338	0	0
339	2	1
340	1	1
341	1	1
342	0	0
343	5	5
344	1	1
345	2	2
346	0	0
347	0	0
348	0	0
349	2	2
350	0	0
351	2	2
352	0	0
353	18	18
354	2	2
355	0	0
356	0	0
357	0	0
358	1	1
359	2	2
360	0	0
361	5	4
362	0	0
363	1	1
364	0	0
365	5	5
366	0	0
367	0	0
368	0	0
369	1	1
370	0	0
371	0	0
372	0	0
373	0	0
374	4	4
375	0	0
376	0	0
377	0	0
378	0	0
379	0	0
380	0	0
381	0	0
382	3	3
383	0	0
384	0	0
385	0	0
386	1	1
387	0	0
388	2	2
389	1	1
390	0	0
391	1	1
392	0	0
393	0	0
394	2	2
395	1	1
396	2	2
397	0	0
398	3	3
399	0	0
400	0	0
401	1	1
402	1	1
403	0	0
404	0	0
405	1	1
406	4	4
407	0	0
408	3	3
409	0	0
410	3	3
411	15	15
412	7	7
413	7	6
414	0	0
415	2	2
416	10	10
417	7	7
418	2	2
419	0	0
420	0	0
421	0	0
422	4	4
423	16	16
424	0	0
425	2	2
426	2	2
427	5	5
428	0	0
429	4	4
430	0	0
431	14	14
432	0	0
433	5	5
434	0	0
435	9	9
436	0	0
437	10	10
438	7	7
439	1	1
440	0	0
441	6	6
442	4	4
443	0	0
444	0	0
445	2	2
446	0	0
447	3	3
448	0	0
449	0	0
450	1	1
451	0	0
452	0	0
453	0	0
454	0	0
455	12	12
456	2	2
457	0	0
458	4	4
459	0	0
460	0	0
461	0	0
462	1	1
463	1	1
464	2	2
465	22	22
466	0	0
467	2	2
468	2	2
469	0	0
470	0	0
471	0	0
472	1	1
473	1	1
474	4	4
475	0	0
476	1	1
477	0	0
478	17	17
479	0	0
480	3	3
481	0	0
482	2	2
483	0	0
484	2	2
485	5	5
486	0	0
487	0	0
488	0	0
489	0	0
490	3	3
491	2	2
492	8	8
493	0	0
494	13	13
495	2	2
496	0	0
497	0	0
498	3	3
499	0	0
500	0	0
501	0	0
502	8	8
503	0	0
504	2	2
505	1	1
506	1	1
507	1	1
508	1	1
509	1	1
510	6	6
511	0	0
512	0	0
513	4	4
514	0	0
515	0	0
516	0	0
517	1	1
518	0	0
519	0	0
520	3	3
521	0	0
522	0	0
523	0	0
524	0	0
525	5	5
526	3	3
527	0	0
528	1	1
529	24	24
530	0	0
531	0	0
532	0	0
533	1	1
534	2	2
535	0	0
536	0	0
537	10	10
538	35	34
539	1	1
540	1	1
541	0	0
542	0	0
543	15	15
544	0	0
545	12	12
546	0	0
547	3	3
548	1	1
549	0	0
550	0	0
551	2	2
552	0	0
553	0	0
554	11	11
555	0	0
556	7	7
557	2	2
558	0	0
